batsmen,bowlers,batsmen,bowlers
PP Shaw,S Lamichhane ,PA Patel,YS Chahal
JJ Roy,TA Boult,MM Ali,UT Yadav
SS Iyer,CJ Dala,V Kohli,TG Southee
RR Pant,HV Patel,AB de Villiers,MM Ali
V Shankar,A Mishra,Mandeep Singh,Mohammed Siraj
Abhishek Sharma,,SN Khan,C de Grandhomme
HV Patel,,C de Grandhomme,
A Mishra,,TG Southee,
S Lamichhane,,UT Yadav,
CJ Dala,,Mohammed Siraj,
TA Boult,,YS Chahal,
