batsmen,bowlers,batsmen,bowlers
SR Watson,DJ Willey,JC Buttler,K Gowtham
AT Rayudu,Harbhajan Singh,BA Stokes,Ankit Sharma
SK Raina,RA Jadeja,AM Rahane,JC Archer
MS Dhoni,SN Thakur,SV Samson,BA Stokes
SW Billings,KV Sharma,P Chopra,JD Unadkat
DJ Bravo,DJ Bravo,STR Binny,IS Sodhi
RA Jadeja,SR Watson,K Gowtham,
DJ Willey,,JC Archer,
Harbhajan Singh,,Ankit Sharma,
SN Thakur,,JD Unadkat,
KV Sharma,,IS Sodhi,
