batsmen,bowlers,batsmen,bowlers
SA Yadav,JJ Bumrah,DJM Short,K Gowtham
E Lewis,MJ McClenaghan,JC Buttler,DS Kulkarni
RG Sharma,KH Pandya,AM Rahane,JC Archer
Ishan Kishan,HH Pandya,SVSamson,BA Stokes
HH Pandya,M Markande,BA Stokes,S Gopal
KH Pandya,,STR Binny,JD Unadkat
BCJ Cutting,,JC Archer,
JP Duminy,,K Gowtham,
MJ McClenaghan,,S Gopal,
M Markande,,JD Unadkat ,
JJ Bumrah,,DS Kulkarni,
