batsmen,bowlers,batsmen,bowlers
SA Yadav,MJ McClenaghan,KL Rahul,AS Rajpoot
E Lewis,JJ Bumrah,CH Gayle,MM Sharma
Ishan Kishan,HH Pandya,AJ Finch,AJ Tye
RG Sharma,KH Pandya,MP Stoinis,AR Patel
KH Pandya,M Markande,AR Patel,R Aashwin
KA Pollard,BCJ Cutting,Yuvraj Singh,MP Stoinis
HH Pandya,,MK Tiwary,
BCJ Cutting,,R Ashwin,
MJ McClenaghan,,AJ Tye,
M Karkande,,MM Sharma,
JJ Bumrah,,AS Rajpoot,
